,words
2910,"['台股', '挾帶', '人工智慧', '題材', '吸引外資', '回頭', '匯入', '帶動', '股匯', '雙漲', '股日', '盤中', '重返', '八大關', '網友', '表示', '目前', '持有', '比例', '認為', '漲幅', '最大', '賣出', '一部分', '改買', '其他人', '建議', '應該', '繼續', '賣出', '換美債', '過來人', '坦言', '驗證', '三次', '不換', '比換', '還好', '一名', '網友', '發文', '表示', '近日', '台股', '表現', '亮眼', '已經', '直衝', '萬八', '手中', '持有', '比例', '原以', '定期', '定額', '報酬率', '滿足', '想不到', '最近', '不斷', '上漲', '整體', '報酬率', '高於', '預期', '許多', '網友', '考慮', '上漲幅度', '最大', '賣出', '部分', '持股', '差價', '再將', '差價', '投入', '好奇', '繼續', '加碼', '目前', '存股', '健檢', '部分', '給點', '建議', '其他人', '留言', '繼續', '長期', '向上', '存股', '現在', '報酬', '以上', '眼光', '要放', '長遠', '一點', '減碼', '分批', '債券', '平衡', '加碼', '不錯', '選擇', '退休', '市值', '換成', '債啊存', '沒多久', '蠅頭小利', '永遠', '賠大', '增加收入', '股利', '投資', '增加', '部位', '我會', '留言', '一半一半', '持續', '丟就', '未來', '再換', '正賣', '驗證', '三次', '不換', '比換', '還好', '繼續', '存賣', '掉換', '美債', '存到', '退休', '今年', '退休', '上面', '說明', '假會', '緊抱', '無腦', '不用', '想太多']"
2911,"['股票投資', '時標', '選擇', '相當', '關鍵', '標的', '面對', '風險', '報酬率', '不盡相同', '適合', '投資', '對象', '有所', '差異', '網友', '考慮', '投資', '群益', '目前', '標的', '股價', '穩定', '成長', '規劃', '除息', '加碼', '設定', '定期', '定額', '投資', '累積', '複利', '其他人', '贊同', '做法', '留言', '這檔', '持股', '挑蠻', '成長性', '一名', '網友', '論壇', '發文', '詢問', '適合', '定期', '定額', '去年', '踏入', '股市', '目前', '手上', '持有', '均價', '現在', '股價', '直呼', '可惜', '當初', '掛牌', '四張', '後續', '放著', '上季', '配息', '金額', '達元該', '網友', '股價', '穩定', '成長', '好奇', '這檔', '下個月', '除息', '建議', '趁現在', '除息', '加碼', '打算', '這檔', '定期', '定額', '慢慢', '累積', '複利', '效果', '知道', '方式', '可行', '其他人', '留言', '趁現在', '定期', '定額', '這檔', '持股', '挑蠻', '成長性', '蠻高', '現在', '規模', '慢慢', '變大', '希望', '一起', '期待', '這次', '配息', '已經', '收張', '成分股', '科技股', '金融股', '綜合體', '感覺', '不錯', '慢慢', '沒什麼', '問題', '這檔', '定期', '定額', '放著', '管給', '說理', '論上', '這檔', '去年', '績效', '不錯', '定期', '定額', '五年', '試試', '上季', '配到', '股息', '這檔', '掛牌', '除息', '一波', '打算', '除息', '前一天', '加碼', '不錯', '還沒', '炒起來', '定期', '定額']"
2912,"['美股', '四大', '指數', '周三', '終場', '收黑', '美國', '年期', '公債', '利率', '走跌', '眼光', '精準', '投資人', '早已', '提前', '卡位', '近期', '國泰', '金融債', '國泰', '美債', '兩檔', '分居', '金融債', '美國', '公債', '成交', '王國', '金融債', '基金', '經理人', '郁婕', '表示', '降息', '路徑', '不確定性', '寬鬆', '貨幣政策', '趨勢', '不變', '看好', '今年', '市場', '呈現', '股債', '雙多', '建議', '追求', '穩健', '配息', '投資人', '適當', '布局', '金融債', '鎖定', '目前', '偏高', '利率', '水準', '機會', '創造', '每月', '安穩', '現金流', '國泰', '金融債', '而能', '承擔', '較大', '波動', '投資人', '則可', '考慮', '美國', '公債', '透過', '存續', '期間', '較長', '槓桿', '效應', '放大', '資本', '空間', '像是', '國泰', '美債', '萬股', '引頸', '期盼', '國泰', '金融債', '今日', '迎來', '基金', '去年', '成立', '以來', '首次', '預估', '配息', '公告', '期間', '累積', '豐碩', '債息', '郁婕', '表示', '這次', '符合', '多數', '期待', '方式', '評估', '收益分配', '詳細', '金額', '參考', '官網', '說明', '提醒', '除息', '交易日', '投資人', '晚須', '日前', '買進', '持有', '參與', '這次', '配息', '看好', '今年', '進入', '降息', '循環', '債券', '買氣', '不墜', '實際', '數據', '去年底', '基金', '規模', '台幣', '億元', '今年', '基金', '規模', '已暴', '增至', '新台幣', '億元', '單月', '增胖', '億元', '受益人', '基金', '萬人', '超過', '一倍', '成長', '萬人', '法人', '分析', '搶先', '布局', '基金', '首次', '配息外', '全台', '首檔', '搭配', '收益', '平準', '機制', '債券', '吸引', '退休', '穩健', '投資人', '搶進', '方便', '規畫', '每月', '現金流']"
2913,"['提前', '卡位', '配息', '投資人', '國泰', '金融債', '助攻', '今日', '成交', '爆天量', '萬張', '今日', '台股', '市場', '冠軍', '一舉', '改寫', '債券', '最大', '成交量', '紀錄', '不負', '眾望', '今日', '公告', '成立', '以來', '第一次', '配息', '金額', '為元', '大手筆', '累計', '至今', '債息', '配出', '今日', '收盤價', '估算', '單次配', '息率', '高達', '市場', '所料', '今日', '凌晨', '公告', '聯準', '利率', '決策', '維持', '利率', '按兵不動', '值得', '關注', '委員會', '刪除', '升息', '措辭', '確認', '升息', '循環', '告終', '聯準', '主席', '鮑爾', '會後', '表示', '今年', '放寬政策', '適當', '現在', '降息', '計畫', '尋找', '數據', '證明', '通膨可', '持續', '降溫', '鮑爾', '明確指出', '最有', '降息', '時間', '美股', '四大', '指數', '終場', '收黑', '美國', '年期', '公債', '利率', '走跌', '國泰', '金融債', '經理人', '郁婕', '表示', '降息', '路徑', '不確定性', '寬鬆', '貨幣政策', '趨勢', '不變', '看好', '今年', '市場', '呈現', '股債', '雙多', '建議', '追求', '穩健', '配息', '投資人', '適當', '布局', '金融債', '鎖定', '目前', '偏高', '利率', '水準', '機會', '創造', '每月', '安穩', '現金流', '國泰', '金融債', '而能', '承擔', '較大', '波動', '投資人', '則可', '考慮', '美國', '公債', '透過', '存續', '期間', '較長', '槓桿', '效應', '放大', '資本', '空間', '像是', '國泰', '美債', '眼光', '精準', '投資人', '早已', '提前', '卡位', '近期', '兩檔', '已連四', '日月', '日月', '分居', '金融債', '美國', '公債', '成交', '萬股', '引頸', '期盼', '國泰', '金融債', '今日', '迎來', '基金', '去年', '成立', '以來', '首次', '預估', '配息', '公告', '期間', '累積', '豐碩', '債息', '郁婕', '表示', '本次', '符合', '多數', '期待', '方式', '評估', '收益分配', '詳細', '金額', '參考', '官網', '說明', '提醒', '除息', '交易日', '投資人', '晚須', '日前', '買進', '持有', '參與', '本次', '配息', '看好', '今年', '進入', '降息', '循環', '債券', '買氣', '不墜', '實際', '數據', '去年底', '基金', '規模', '台幣', '億元', '今年', '基金', '規模', '已暴', '增至', '新台幣', '億元', '單月', '增胖', '億元', '受益人', '基金', '萬人', '超過', '一倍', '成長', '萬人', '國泰', '金融債', '法人', '分析', '搶先', '布局', '基金', '首次', '配息外', '全台', '首檔', '搭配', '收益', '平準', '機制', '債券', '吸引', '退休', '穩健', '投資人', '搶進', '方便', '規畫', '每月', '現金流']"
2914,"['國內', '唯一', '季配', '永續', '市值', '型台', '股元大', '臺灣', '永續', '第季', '預估', '配息', '公告', '出爐', '未來', '將在', '公告', '確定', '配息', '金額', '除息', '參與', '配息', '投資人', '最晚', '日前', '買進', '持有', '配息', '發放', '日則', '股息', '大放異彩', '現階段', '市場', '持續', '關注', '市值', '投資', '機會', '特別', '晶圓', '代工', '龍頭', '營運', '展望', '成長', '強勁', '財測', '大幅', '優於', '預期', '帶動', '半導體', '產業', '獲利', '展望', '想像', '空間', '證交所', '資訊', '自晶圓', '代工', '龍頭', '法說', '會後', '十個', '交易日', '外資', '累計', '買超', '上市', '台股', '億同', '期間', '加權', '股價指數', '大漲點', '帶動', '市值', '今年以來', '表現', '普遍', '居前', '投信', '指出', '統計', '五年', '台股', '上漲', '年度', '上市', '大權', '股市', '值年', '成長', '兩成', '以上', '報酬率', '成分股', '市值', '成長', '相關', '如晶', '代工', '龍頭', '反映', '每股', '獲利', '能力', '提升', '過去', '十年', '市值', '從兆元', '成長', '至兆', '股價', '成長', '數倍', '投資', '市值', '價差', '為主', '股息', '為輔', '最具', '指標性', '大台灣', '自年', '成立', '以來', '月底', '平均', '年化', '報酬率', '小之稱', '目前', '股價', '四分之一', '市場', '唯一', '季配', '永續', '市值', '台股', '現階段', '主要', '成分股', '高度', '相似', '有單', '股權', '上限', '限制', '目前', '第一', '成分股', '台積', '電占', '比約', '三成', '元大', '投信', '表示', '台灣', '龍頭企業', '市值', '成長', '力道', '十分', '可觀', '距離', '退休', '時間', '長達', '年輕', '小資', '無須', '以配', '息率', '唯一', '考量', '優先', '考量', '資本', '潛力', '希望', '配息', '自動', '投入', '投信', '基金', '平台', '銀行', '銷售', '機構', '選擇', '連結', '基金', '不配', '級別', '透過', '時間', '市值', '不配', '積極', '參與', '複利', '效果', '元大', '投信', '提醒', '投資人', '參與', '配息時', '除應', '注意', '息率', '是否', '標的', '指數', '息率', '差異', '長期', '績效', '落後', '標的', '指數', '參加', '配息', '留意', '息率', '代表', '報酬率', '領到', '企業', '發放', '股利', '計算', '每日', '淨值', '之內', '是否', '配出', '屬於', '投資人', '權益', '配息', '金額', '會自', '淨值', '扣除', '一併', '留意', '淨值', '變動', '期間', '績效', '資料', '來源']"
2915,"['國內', '唯一', '季配', '永續', '市值', '型台', '股元大', '臺灣', '永續', '第季', '預估', '配息', '公告', '出爐', '配發', '元以', '今日', '收盤價', '估算', '單季', '利率', '未來', '將在', '公告', '確定', '配息', '金額', '除息', '參與', '配息', '投資人', '最晚', '日前', '買進', '持有', '配息', '發放', '日則', '股息', '大放異彩', '現階段', '市場', '持續', '關注', '市值', '投資', '機會', '特別', '晶圓', '代工', '龍頭', '營運', '展望', '成長', '強勁', '財測', '大幅', '優於', '預期', '帶動', '半導體', '產業', '獲利', '展望', '想像', '空間', '證交所', '資訊', '自晶圓', '代工', '龍頭', '法說', '會後', '十個', '交易日', '外資', '累計', '買超', '上市', '台股', '億同', '期間', '加權', '股價指數', '大漲點', '帶動', '市值', '今年以來', '表現', '普遍', '居前', '投信', '指出', '統計', '五年', '台股', '上漲', '年度', '上市', '大權', '股市', '值年', '成長', '兩成', '以上', '報酬率', '成分股', '市值', '成長', '相關', '如晶', '代工', '龍頭', '反映', '每股', '獲利', '能力', '提升', '過去', '十年', '市值', '從兆元', '成長', '至兆', '股價', '成長', '數倍', '投資', '市值', '價差', '為主', '股息', '為輔', '最具', '指標性', '大台灣', '自年', '成立', '以來', '月底', '平均', '年化', '報酬率', '小之稱', '目前', '股價', '四分之一', '市場', '唯一', '季配', '永續', '市值', '台股', '現階段', '主要', '成分股', '高度', '相似', '有單', '股權', '上限', '限制', '目前', '第一', '成分股', '台積', '電占', '比約', '三成', '元大', '投信', '建議', '台灣', '龍頭企業', '市值', '成長', '力道', '十分', '可觀', '距離', '退休', '時間', '長達', '年輕', '小資', '無須', '以配', '息率', '唯一', '考量', '優先', '考量', '資本', '潛力', '希望', '配息', '自動', '投入', '投信', '基金', '平台', '銀行', '銷售', '機構', '選擇', '連結', '基金', '不配', '級別', '透過', '時間', '市值', '不配', '積極', '參與', '複利', '效果', '元大', '投信', '提醒', '投資人', '參與', '配息時', '除應', '注意', '息率', '是否', '標的', '指數', '息率', '差異', '長期', '績效', '落後', '標的', '指數', '參加', '配息', '留意', '息率', '代表', '報酬率', '領到', '企業', '發放', '股利', '計算', '每日', '淨值', '之內', '是否', '配出', '屬於', '投資人', '權益', '配息', '金額', '會自', '淨值', '扣除', '一併', '留意', '淨值', '變動']"
2916,"['台股', '目前', '共有', '中信', '關鍵', '半導體', '富邦', '台灣', '半導體', '新光', '臺灣', '半導體', '豐台灣', '晶圓', '製造', '群益', '台灣', '半導體', '收益', '五檔', '半導體', '規模', '受益', '人數', '五檔', '半導體', '之冠', '中信', '關鍵', '半導體', '發布', '第一階段', '配息', '公告', '除息日', '這班', '除息', '列車', '投資人', '最後', '買進', '日則', '股息', '將於月', '入帳', '中信', '關鍵', '半導體', '採季', '配息', '模式', '年月日', '掛牌', '上市', '以來', '配息次', '單位', '配發', '依序', '為元元元', '元年', '第一次', '配息', '資訊', '投資人', '可至', '中國', '信託', '官網', '查詢', '統計', '中信', '關鍵', '半導體', '規模', '億元', '國內', '五檔', '半導體', '規模', '最大', '一檔', '受益', '人數', '來到', '萬人', '人氣', '最旺', '一檔', '顯見', '投資人', '看好', '科技', '創新', '帶來', '成長', '週期', '將是', '主導', '長期', '多頭', '趨勢', '中信', '關鍵', '半導體', '人氣', '依舊', '不減', '半導體', '產業', '前景', '中信', '關鍵', '半導體', '經理人', '張圭慧', '表示', '近年', '存貨', '調整期', '進入', '尾聲', '半導體', '產業', '迎來', '一線', '曙光', '預估', '全球', '半導體', '產業', '規模', '億美元', '成長', '超越', '觀察', '終端', '應用', '今年', '出貨量', '有望', '回升', '預期', '半導體', '恢復', '成長', '態勢', '可望', '開啟', '每三到', '四年', '新一輪', '成長', '週期', '設計', '方面', '等待', '漫長', '庫存', '化下', '浪潮', '積極', '尋求', '創新', '突破', '智慧型', '手機', '功能', '持續', '升級', '積極', '切入', '汽車', '應用', '快速', '因應', '市場', '變化', '展現', '韌性', '晶圓', '代工', '方面', '中國', '轉單', '效應', '逐漸', '發酵', '有望', '貢獻', '台廠', '營收', '客戶', '庫存', '修正', '完成', '需求', '逐步', '恢復正常', '台灣', '製造', '重回', '成長', '趨勢', '展望', '後市', '張圭慧', '認為', '推波助瀾', '之下', '相關', '應用', '遍地開花', '趨勢', '帶動', '半導體', '需求', '成長', '近期', '全球', '重量級', '半導體', '大廠', '接連', '公布', '最新', '財報', '營收', '展望', '轉佳', '預期', '台灣', '半導體', '產業', '受惠', '程度', '建議', '投資人', '分批', '布局', '半導體', '相關', '跟上', '產業', '成長', '契機']"
2917,"['除息', '相繼', '公告', '配息', '資訊', '投資', '等級', '人氣', '王群益', '投等債', '也將', '進行', '掛牌', '以來', '第一次', '配息', '群益', '投信', '官網', '公告', '預計', '每股', '配發', '元若以', '收盤價', '元來', '推算', '單月', '息率', '預估', '年化配', '息率', '化配', '息率', '遠高於', '目前', '美債殖', '利率', '水位', '多數', '投資', '債約', '配息', '水準', '更好', '將於月', '除息', '參與', '領息', '投資人', '把握', '最後', '買進', '台灣', '第一', '採月', '配息', '機制', '債券', '去年', '成立', '掛牌', '以來', '締造', '多項', '紀錄', '包括', '有史以來', '債券', '最佳', '募集', '成績', '成立', '規模', '億元', '並在', '掛牌', '當天', '額度', '售罄', '今日', '追加', '募集', '二次', '不到', '兩個', '時間', '規模', '突破', '億元', '所有', '台灣', '債券', '規模', '最快', '突破', '億元', '產品', '受益', '人數', '受益', '人數', '人數', '投資', '等級', '債最多', '掛牌', '當周', '成長', '可說是', '人氣', '爆棚', '財富', '管理', '專家', '表示', '獲得', '市場', '廣大', '迴響', '在於', '有助', '滿足', '投資人', '在意', '主流', '趨勢', '收益', '水準', '投資', '時機', '之三', '需求', '此檔', '投資', '標的', '鎖定', '永續', '經營', '能力', '資優', '企業', '發行', '長天', '期級', '公司債', '進一步', '精選', '票面', '利率', '大於', '以上者', '有助', '投資人', '打造', '穩健', '收益', '來源', '順勢', '全球', '投資', '大勢', '今年', '有望', '迎來', '降息', '長天', '期債', '資本', '空間', '採月', '配息', '投資人', '資金運用', '靈活', '當時', '以元', '掛牌', '入手', '門檻', '不高', '收盤價', '仍屬', '親民', '價格', '上市', '以來', '持續', '吸引', '投資人', '目光', '群益', '投等債', '經理人', '曾盈', '表示', '成立', '至今', '符合', '多數', '投資人', '以此', '建立', '長期', '穩健', '現金流', '投資', '目的', '免於', '承受', '配息', '忽高忽低', '狀況', '成立', '至今', '領取', '債息', '將以', '平滑', '方式', '進行', '配發', '後市', '聯準', '市場', '預期', '延續', '暫停', '升息', '決議', '淡化', '三月', '降息', '預期', '年內', '降息', '債市', '利多', '不變', '債券', '布局', '選擇', '債信', '品質', '符合', '全球', '永續', '趨勢', '投資', '公司債', '可望', '吸引', '訴求', '穩健', '投資', '資金', '進駐', '長天', '期級債', '最值', '留意', '主因', '收益', '水準', '投資', '債中', '突出', '長天', '期債', '未來', '利率政策', '轉折', '受惠', '程度', '建議', '投資人', '透過', '長天', '期債', '參與', '行情']"
2918,"['國泰', '金融債', '今日', '迎來', '基金', '去年', '成立', '以來', '首次', '預估', '配息', '公告', '期間', '累積', '債息', '首配', '金額', '元以', '收盤價', '估算', '單次配', '息率', '除息', '交易日', '投資人', '參與', '此次', '配息', '最晚', '日前', '買進', '持有', '提前', '卡位', '配息', '成交量', '萬張', '刷新', '債券', '最大', '成交量', '紀錄', '國泰', '金融債', '基金', '經理人', '郁婕', '表示', '看好', '今年', '進入', '降息', '循環', '債券', '買氣', '不墜', '去年底', '基金', '規模', '台幣', '億元', '今年', '基金', '規模', '增至', '億元', '單月', '增胖', '億元', '受益人', '基金', '萬人', '倍增', '至萬人', '郁婕', '表示', '指出', '國聯', '確認', '降息', '時美股', '四大', '指數', '收黑', '美國', '年期', '公債', '利率', '走跌', '降息', '路徑', '不確定性', '寬鬆', '貨幣政策', '趨勢', '不變', '看好', '今年', '市場', '呈現', '股債', '雙多', '追求', '報酬', '穩健', '報酬', '債券', '投資', '標的', '郁婕', '表示', '追求', '穩健', '配息', '投資人', '適當', '布局', '金融債', '鎖定', '目前', '偏高', '利率', '水準', '機會', '創造', '每月', '安穩', '現金流', '承擔', '較大', '波動', '投資人', '則可', '考慮', '美國', '公債', '透過', '存續', '期間', '較長', '槓桿', '效應', '放大', '資本', '空間']"
2919,"['國聯', '準會', '首場', '貨幣', '決策', '會議', '揭曉', '市場', '預期', '按兵不動', '降息', '循環', '指日可待', '美債殖', '利率', '明顯', '往下走', '長天', '債券', '相對', '價差', '優勢', '正是', '布局', '好時機', '中信', '美國', '公債', '公告', '第一階段', '分配', '評價', '保守', '原則', '估算', '基金', '受益權', '單位', '預估', '配發', '金額', '為元', '收盤價', '換算', '當期殖', '利率', '年化', '報酬率', '收益分配', '發放', '日為', '年月日', '中國', '信託', '投信', '表示', '想要', '參與', '配息', '投資人', '今年', '日前', '申購', '把握', '進場', '機會', '中信', '美國', '公債', '經理人', '表示', '歐洲央行', '日前', '發布', '利率', '決策', '一如', '預期', '連續', '第三度', '按兵不動', '重申', '對抗', '通膨的', '決心', '目前', '尚未', '考慮', '寬鬆', '貨幣', '美國', '則在', '優於', '預期', '經濟', '表現', '核心', '年增', '增速', '創下', '新低', '顯示', '處於', '下行', '趨勢', '市場', '美國', '正在', '實現', '軟著陸', '更具', '信心', '預期', '國聯', '準會', '降息', '勢在必行', '首場', '利率', '決策', '會議', '出爐', '聯邦', '資金', '利率', '目標', '區間', '維持', '至連', '四度', '決議', '利率', '保持', '高點', '市場', '預期', '對通', '持續', '邁向', '目標', '信心', '之前', '官員', '並不', '急於', '降息', '降息', '趨勢', '確立', '降息', '時程', '尚未', '明朗化', '前張', '尹認', '美債殖', '利率', '短期', '相對', '處於', '震盪', '階段', '長期', '仍具', '多頭', '趨勢', '反轉', '之際', '投資人', '聚焦', '債市', '降息', '趨勢', '指日可待', '債市', '多頭', '蓄勢待發', '指出', '投資人', '債券', '布局', '留意', '二點', '第一', '高利率', '信貸', '緊縮', '環境', '未來', '實質', '經濟', '影響', '不確定性', '後續', '持續', '關注', '企業', '獲利', '變化', '經濟衰退', '疑慮', '問題', '看好', '評級', '債券', '表現', '包括', '全球', '信用', '評等', '最高', '美國政府', '公債', '等級', '以上', '公司債', '違約', '風險', '降息', '趨勢', '資本', '利得', '可期']"
2920,"['台股', '目前', '共有', '中信', '關鍵', '半導體', '富邦', '台灣', '半導體', '新光', '臺灣', '半導體', '豐台灣', '晶圓', '製造', '群益', '台灣', '半導體', '收益', '五檔', '半導體', '規模', '受益', '人數', '五檔', '半導體', '之冠', '中信', '關鍵', '半導體', '今日', '發布', '第一階段', '配息', '公告', '除息日', '這班', '除息', '列車', '投資人', '最後', '買進', '日則', '股息', '將於月', '入帳', '中信', '關鍵', '半導體', '第一階段', '配息', '公告', '出爐', '此次', '保守', '原則', '估算', '基金', '受益權', '單位', '預估', '配發', '金額', '為元', '成立', '以來', '最高', '配息', '金額', '收盤價', '換算', '當期殖', '利率', '年化', '報酬率', '中信', '關鍵', '半導體', '採季', '配息', '模式', '年月日', '掛牌', '上市', '以來', '配息次', '單位', '配發', '依序', '為元元元', '元年', '第一次', '配息', '資訊', '投資人', '可至', '中國', '信託', '官網', '查詢', '統計', '中信', '關鍵', '半導體', '規模', '億元', '國內', '五檔', '半導體', '規模', '最大', '一檔', '受益', '人數', '來到', '萬人', '人氣', '最旺', '一檔', '顯見', '投資人', '看好', '科技', '創新', '帶來', '成長', '週期', '將是', '主導', '長期', '多頭', '趨勢', '中信', '關鍵', '半導體', '人氣', '依舊', '不減', '半導體', '產業', '前景', '中信', '關鍵', '半導體', '經理人', '張圭慧', '表示', '近年', '存貨', '調整期', '進入', '尾聲', '半導體', '產業', '迎來', '一線', '曙光', '預估', '全球', '半導體', '產業', '規模', '億美元', '成長', '超越', '觀察', '終端', '應用', '今年', '出貨量', '有望', '回升', '預期', '半導體', '恢復', '成長', '態勢', '可望', '開啟', '每三到', '四年', '新一輪', '成長', '周期', '設計', '方面', '設計', '業者', '漫長', '庫存', '去化期', '浪潮', '積極', '創新', '突破', '智慧型', '手機', '功能', '持續', '升級', '積極', '切入', '汽車', '應用', '快速', '因應', '市場', '變化', '展現', '韌性', '晶圓', '代工', '方面', '中國', '轉單', '效應', '逐漸', '發有', '貢獻', '台廠', '營收', '客戶', '庫存', '修正', '完成', '需求', '逐步', '恢復正常', '台灣', '製造', '重回', '成長', '趨勢', '展望', '後市', '張圭慧', '認為', '推波助瀾', '之下', '相關', '應用', '遍地開花', '趨勢', '帶動', '半導體', '需求', '成長', '近期', '全球', '重量級', '半導體', '大廠', '接連', '公布', '最新', '財報', '營收', '展望', '轉佳', '預期', '台灣', '半導體', '產業', '受惠', '程度', '建議', '投資人', '分批', '布局', '半導體', '相關', '跟上', '產業', '成長', '契機', '台股', '半導體', '比較']"
